Customer_ID;First_Name;Last_Name;Email;Phone;City;Postal_Code;Address;Customer_Type;Region_ID
90;Józef;Semenowicz;obogdal@rembacz-trzyna.com;782 524 596;Pabianice;95-050;ulica Czereśniowa 427;New;5
91;Kornel;Kazimierczuk;albertglazer@o2.pl;729 430 368;Nysa;48-267;pl. Urocza 87;New;8
92;Natasza;Buława;mlynczyknela@olewniczak.com;797 861 236;Starachowice;27-200;pl. Narutowicza 59/40;New;13
93;Aleks;Szpala;filip30@onet.pl;538 488 743;Zamość;22-400;ul. Żurawia 11;New;3
94;Anna;Rećko;fierekstefan@wlodyka.org;885 203 357;Legnica;59-220;plac Nowa 97;Subscriber;1
95;Angelika;Łabno;kujdamarcelina@stowarzyszenie.com;737 651 419;Łomża;18-400;plac Gałczynskiego 337;New;10
96;Rafał;Wota;blanka75@ppuh.pl;+48 502 749 443;Lublin;20-001;pl. Kościuszki 313;New;3
97;Olaf;Chłąd;dawidwojtarowicz@grupa.pl;506 334 698;Ostrowiec Świętokrzyski;27-400;ul. Środkowa 26/89;New;13
98;Franciszek;Łyskawa;gsoltysek@borkowicz-bogusiewicz.pl;+48 22 637 77 55;Brzeg;32-800;ulica Zakątek 77;New;8
99;Marianna;Winek;wojciech81@yahoo.com;+48 32 776 96 42;Ostrowiec Świętokrzyski;27-400;ulica Rajska 314;Subscriber;13
100;Wojciech;Pietryga;ewaszwaj@o2.pl;+48 666 165 763;Kielce;25-001;pl. Irysowa 26;Subscriber;13
101;Tomasz;Sadlik;nicole96@o2.pl;889 091 144;Nowa Sól;67-100;pl. Powstańców Śląskich 517;Subscriber;4
102;Jacek;Kazubek;zmaszkiewicz@interia.pl;+48 32 161 58 07;Tarnów;33-100;plac Powstańców Wielkopolskich 749;Subscriber;6
103;Julianna;Rosłon;dpalus@interia.pl;+48 695 919 772;Toruń;87-100;ul. Polna 97;Subscriber;2
104;Adrianna;Holewa;olaf12@yahoo.com;+48 509 738 999;Piotrków Trybunalski;97-300;ulica Piaskowa 93;Subscriber;5
105;Antoni;Zontek;hwiesiolek@ledzion.pl;781 310 847;Zielona Góra;65-001;ulica Górna 83/18;Subscriber;4
106;Kacper;Gradek;kacpersykala@luks.pl;693 733 217;Koszalin;75-001;plac Prusa 035;New;16
107;Elżbieta;Rajczyk;jonczykjedrzej@stowarzyszenie.com;798 539 327;Przemyśl;37-700;ul. Popiełuszki 00;New;9
108;Stanisław;Kuffel;cezarypacyga@yahoo.com;+48 665 029 534;Poznań;60-001;pl. Korfantego 60;Subscriber;15
109;Miłosz;Piguła;jedrzej34@interia.pl;+48 530 540 140;Konin;62-500;ul. Wschodnia 87/74;New;15
110;Natasza;Misiuk;igorkukier@ppuh.com;607 000 246;Nowy Sącz;33-300;al. Górna 26;Subscriber;6
111;Tymoteusz;Chlebek;pkolodziejak@grupa.pl;570 515 593;Sopot;81-701;ulica Strzelecka 28;New;11
112;Piotr;Szyjka;vkaczan@ppuh.pl;574 283 157;Legnica;59-220;pl. Jesionowa 78/60;Subscriber;1
113;Mateusz;Koniec;waldochgustaw@grupa.pl;731 775 136;Kalisz;62-800;ul. Topolowa 39;Subscriber;15
114;Daniel;Opoka;juliusz44@spoldzielnia.com;888 704 409;Warszawa;00-001;al. Powstańców 91;New;7
115;Marcin;Pioch;busolgierd@gabinety.com;+48 791 321 788;Radom;26-601;ulica Dąbrowskiego 34;Subscriber;7
116;Dawid;Wiraszka;przerwaleonard@o2.pl;+48 722 273 190;Przemyśl;37-700;aleja Storczykowa 631;Subscriber;9
117;Aleksander;Jargieło;pawel79@interia.pl;663 275 374;Rzeszów;35-001;al. Poprzeczna 21/23;New;9
118;Dawid;Haremza;jagieloleon@onet.pl;669 221 406;Gdańsk;80-001;al. Sowia 173;Subscriber;11
119;Róża;Rzeźniczek;danielwasaznik@stowarzyszenie.net;571 756 737;Ostrowiec Świętokrzyski;27-400;pl. Srebrna 80/18;New;13
120;Fryderyk;Szynkiewicz;natanielfurmankiewicz@szumny-lament.com;+48 571 671 593;Stalowa Wola;37-403;pl. Księżycowa 52;Subscriber;9
121;Miłosz;Pietrewicz;pawel05@onet.pl;22 413 26 24;Łomża;18-400;al. Asnyka 552;Subscriber;10
122;Liwia;Kuryś;jozef71@teodorowicz-gozdur.com;32 738 86 03;Gdynia;81-000;ulica Zaciszna 47;Subscriber;11
123;Albert;Kudela;wsolnica@hotmail.com;+48 799 747 580;Białystok;15-001;ul. Wrzosowa 37/59;Subscriber;10
124;Inga;Myga;agnieszka39@gmail.com;604 557 403;Gdynia;81-000;plac Sosnowa 73;Subscriber;11
125;Olgierd;Swacha;burzanicole@gmail.com;602 273 889;Radom;26-601;plac Kraszewskiego 98;Subscriber;7
126;Karol;Tokaj;jedrzej79@gabinety.pl;504 533 658;Opole;45-001;plac Tylna 66;Subscriber;8
127;Przemysław;Machul;mateusz67@stowarzyszenie.pl;+48 32 097 93 82;Kraków;30-001;aleja Stawowa 392;Subscriber;6
128;Malwina;Nazarewicz;konstantylemieszek@hotmail.com;+48 696 126 832;Gdynia;81-000;al. Cedrowa 19;Subscriber;11
129;Karol;Nowek;norbertbudniak@fundacja.com;608 650 000;Świnoujście;72-600;plac Kilińskiego 508;Subscriber;16
130;Robert;Parada;karolwajdzik@gmail.com;+48 571 889 226;Konin;62-500;ul. Dobra 90;Subscriber;15
131;Anita;Kobak;naleczbartek@mozdzierz-augustynek.com;+48 790 557 152;Szczecin;70-001;al. Zdrojowa 20/19;Subscriber;16
132;Leon;Kuświk;dawid14@o2.pl;+48 500 753 395;Łomża;18-400;ulica Floriana 681;New;10
133;Cyprian;Mysiak;jargielojeremi@falba-szczudlo.net;518 360 481;Lublin;20-001;al. Kossaka 43/34;New;3
134;Inga;Dąbkiewicz;rozakozubal@spoldzielnia.pl;518 595 123;Nysa;48-267;aleja Krokusowa 46;Subscriber;8
135;Maks;Niedośpiał;przewozniakurszula@onet.pl;+48 736 246 659;Świnoujście;72-600;aleja Poprzeczna 62;New;16
136;Alex;Żero;tdrazyk@hotmail.com;+48 783 637 291;Sopot;81-701;ulica Zielna 52;Subscriber;11
137;Radosław;Feliniak;igor86@parda.pl;790 131 142;Nowa Sól;67-100;pl. Bursztynowa 56/11;New;4
138;Mateusz;Burkiewicz;karinapietryga@ppuh.net;+48 22 973 78 64;Warszawa;00-001;plac Żeromskiego 59;Subscriber;7
139;Rozalia;Bruzda;stefanikagnieszka@fundacja.net;+48 882 442 053;Gliwice;44-100;plac Stycznia 20/01;New;12
140;Julian;Duczmal;aleksandersibiga@fpuh.com;+48 519 909 560;Nowa Sól;67-100;plac Kalinowa 44;Subscriber;4
141;Dariusz;Skiepko;pochrongabriel@fpuh.pl;731 826 822;Płock;09-400;aleja Dąbrowskiego 700;Subscriber;7
142;Kaja;Hus;ewaskalik@szelest-furgal.org;780 033 150;Nysa;48-267;aleja Paderewskiego 75;New;8
143;Franciszek;Drej;jkrakowczyk@bielas-lewko.pl;32 706 23 44;Warszawa;00-001;plac Żytnia 865;New;7
144;Filip;Bona;szarzecmelania@o2.pl;+48 698 916 077;Gdynia;81-000;ul. Chopina 593;New;11
145;Krystyna;Strojna;radoslaw37@mrozowicz.pl;+48 728 596 580;Gdynia;81-000;plac Lipowa 15/08;New;11
146;Gaja;Miąsik;sobiszlukasz@yahoo.com;724 737 344;Kielce;25-001;ul. Dworska 36;New;13
147;Norbert;Bazylewicz;krystian51@siedlarz-klysz.pl;507 038 783;Warszawa;00-001;aleja Górna 29;New;7
148;Kamil;Podgórna;justynamatyka@chomiak-petryk.com;+48 508 471 885;Tarnów;33-100;plac Narutowicza 809;New;6
149;Marika;Stebel;tola97@spoldzielnia.com;+48 661 112 945;Tarnów;33-100;ulica Tulipanowa 978;New;6
150;Julianna;Muskała;koltonnorbert@mosiolek.org;570 695 923;Jelenia Góra;58-500;ulica Akacjowa 55/97;New;1
151;Adrianna;Łodej;janina48@fundacja.com;696 676 544;Białystok;15-001;ulica Pomorska 990;New;10
152;Andrzej;Prokopiak;soniarusnak@stowarzyszenie.pl;22 075 09 32;Opole;45-001;al. Krakowska 52/77;New;8
153;Dawid;Pitek;jacekcabala@interia.pl;+48 509 436 859;Suwałki;16-402;al. Moniuszki 81/50;Subscriber;10
154;Ida;Perlik;alexmuzyk@kalinka-pasierbek.pl;661 082 527;Łomża;18-400;pl. Jarzębinowa 75/65;Subscriber;10
155;Malwina;Karpiak;kamilagalon@grupa.pl;+48 693 119 226;Zielona Góra;65-001;ulica Staszica 17/96;Subscriber;4
156;Eryk;Kośka;nikodemsnoch@bruzda.com;888 858 513;Legnica;59-220;aleja Południowa 32/88;New;1
157;Robert;Duszczak;oliwierliskiewicz@o2.pl;+48 694 476 296;Piotrków Trybunalski;97-300;al. Kaszubska 227;Subscriber;5
158;Gaja;Bicz;jozef70@hotmail.com;504 250 400;Nowy Sącz;33-300;al. Rubinowa 863;New;6
159;Aniela;Różewicz;gospodarekfilip@o2.pl;32 477 80 64;Elbląg;82-300;plac Kreta 78;Subscriber;14
160;Tola;Żyrek;niechcialjakub@stowarzyszenie.com;+48 32 551 12 38;Kielce;25-001;ul. Agrestowa 672;Subscriber;13
161;Malwina;Gałaj;elzbietamadziar@ppuh.org;+48 792 650 155;Świnoujście;72-600;ul. Szewska 869;Subscriber;16
162;Adam;Konstanty;majnuszbianka@grupa.org;+48 601 515 856;Stalowa Wola;37-403;none;New;9
163;Dariusz;Kosznik;leonard26@fundacja.net;+48 509 638 036;Olsztyn;10-001;ulica Bankowa 261;Subscriber;14
164;Jan;Pabis;krystynacylwik@szajna.net;730 857 177;Rzeszów;35-001;ul. Listopada 875;Subscriber;9
165;Bruno;Micał;radoslaw99@spoldzielnia.pl;+48 22 829 06 95;Kielce;25-001;ulica Wypoczynkowa 92;New;13
166;Krystyna;Łupina;rompamikolaj@gmail.com;32 873 56 23;Gliwice;44-100;aleja Stefana Batorego 92/26;New;12
167;Sandra;Sopata;imakles@spoldzielnia.net;+48 603 870 030;Zielona Góra;65-001;pl. Magnoliowa 591;New;4
168;Aurelia;Rubacha;olga20@onet.pl;783 069 199;Płock;09-400;ulica Szpitalna 33/48;New;7
169;Maurycy;Ragus;tymoteusz47@ppuh.org;+48 720 772 399;Przemyśl;37-700;pl. Kolejowa 93;New;9
170;Tymon;Rakus;wbohdanowicz@krzyzostaniak.pl;+48 32 609 21 32;Stalowa Wola;37-403;aleja Krzywa 35;New;9
171;Adrian;Zagozda;kgosik@spoldzielnia.org;576 765 282;Katowice;40-001;plac Tylna 37;New;12
172;Krystyna;Sypek;krystiankwapisiewicz@o2.pl;+48 503 924 806;Stalowa Wola;37-403;pl. Sikorskiego 49;Subscriber;9
173;Eliza;Marcol;lelitokonrad@ppuh.com;+48 880 568 307;Konin;62-500;plac Krokusowa 415;New;15
174;Sebastian;Dreszer;smetekjulianna@hotmail.com;+48 576 773 576;Kielce;25-001;ul. Chmielna 488;Subscriber;13
175;Juliusz;Namysł;cywkamaks@interia.pl;736 006 279;Zielona Góra;65-001;al. Rzeczna 29;New;4
176;Cezary;Słoka;antoni26@mietus.org;885 422 290;Katowice;40-001;ul. Wiślana 82/95;Subscriber;12
177;Adrian;Myrcha;mgilewicz@o2.pl;503 200 840;Zamość;22-400;pl. Sowia 327;New;3
178;Sandra;Herba;esyldatk@gmail.com;+48 539 332 047;Kraków;30-001;plac Sybiraków 13;New;6
179;Justyna;Matela;patryk65@fundacja.org;+48 605 139 434;Gliwice;44-100;ulica Towarowa 241;New;12
180;Marianna;Wicha;kzmyslony@wiertelak-faryna.pl;+48 734 879 643;Kalisz;62-800;ul. Piastowska 272;New;15
181;Sylwia;Rup;norbert99@hamerla.net;517 310 346;Jelenia Góra;58-500;ul. Jana 25/66;New;1
182;Aleksander;Świech;iwodudala@spoldzielnia.pl;731 600 022;Gliwice;44-100;ulica Prusa 718;New;12
183;Jeremi;Organiściak;qwalus@o2.pl;+48 530 433 379;Stalowa Wola;37-403;aleja Kalinowa 12/90;New;9
184;Rafał;Damek;blanka72@onet.pl;+48 32 693 19 02;Kalisz;62-800;ul. Żeromskiego 599;Subscriber;15
185;Franciszek;Zapadka;dariusz51@stowarzyszenie.pl;+48 795 822 200;Stalowa Wola;37-403;al. Poprzeczna 311;New;9
186;Maurycy;Rychcik;albertziemak@spoldzielnia.org;+48 780 233 603;Opole;45-001;ulica Stycznia 43/63;New;8
187;Adrianna;Kawala;miloszchwedczuk@mulawa-kawiak.com;+48 695 704 883;Płock;09-400;al. Rybacka 25/08;New;7
188;Jan;Krzysztofek;soniamakurat@ppuh.pl;880 002 997;Rzeszów;35-001;plac Dworcowa 29;New;9
189;Nicole;Pych;liwiakasperczak@o2.pl;+48 530 833 485;Przemyśl;37-700;ul. Prusa 02/87;Subscriber;9
190;Marcin;Linek;mpleskot@ppuh.org;32 990 70 22;Lublin;20-001;plac Kolejowa 46;New;3
191;Jacek;Kałwa;wenzelkornel@gabinety.pl;576 731 342;Warszawa;00-001;aleja Grzybowa 67;New;7
192;Leonard;Janiga;ryszardjaszczur@gmail.com;+48 722 986 855;Bydgoszcz;85-001;ul. Skargi 522;New;2
193;Wojciech;Rajch;srogajozef@o2.pl;+48 664 110 713;Starachowice;27-200;plac Wodna 00;New;13
194;Kornelia;Łągiewka;nstefanik@onet.pl;+48 579 840 869;Brzeg;32-800;pl. Cedrowa 87/51;New;8
195;Leon;Nikel;lukasz60@para.pl;880 856 517;Toruń;87-100;plac Konwaliowa 760;Subscriber;2
196;Kacper;Boruc;mariuszmlynczyk@fpuh.pl;+48 784 171 630;Konin;62-500;al. Spacerowa 08/84;Subscriber;15
197;Aniela;Smykla;nedzijuliusz@fpuh.pl;+48 507 600 426;Toruń;87-100;ulica Bolesława Chrobrego 50;New;2
198;Emil;Getka;radoslaw20@fundacja.com;786 734 568;Nowy Sącz;33-300;pl. Akacjowa 09;New;6
199;Dominik;Krajniak;guscioralidia@onet.pl;+48 32 654 88 09;Świnoujście;72-600;ulica Konarskiego 98;New;16
200;Jeremi;Kowalak;omikolajewicz@spoldzielnia.pl;519 158 841;Wrocław;50-001;plac Średnia 79;New;1
201;Ryszard;Listwan;olodej@hotmail.com;+48 780 710 509;Chełm;22-100;al. Letniskowa 467;Subscriber;3
202;Malwina;Zagożdżon;dawid35@stowarzyszenie.com;+48 666 610 312;Kielce;25-001;al. Wieniawskiego 66/39;Subscriber;13
203;Rozalia;Wereda;sonianitkiewicz@interia.pl;+48 734 100 469;Szczecin;70-001;pl. Średnia 886;Subscriber;16
204;Artur;Kożuszek;gaja39@onet.pl;+48 792 643 561;Jelenia Góra;58-500;plac Spacerowa 349;New;1
205;Maks;Zegadło;przewozniakbruno@ppuh.org;+48 506 931 808;Stalowa Wola;37-403;pl. Cyprysowa 76;New;9
206;Justyna;Bobko;klytapawel@spoldzielnia.com;+48 22 458 06 53;Kraków;30-001;al. Łąkowa 69/45;Subscriber;6
207;Kalina;Kupaj;kurzakbianka@hotmail.com;+48 791 405 952;Ostrowiec Świętokrzyski;27-400;aleja Konopnickiej 52;New;13
208;Jan;Rajczak;nazimekbianka@onet.pl;+48 535 498 281;Przemyśl;37-700;plac Pałacowa 095;New;9
209;Grzegorz;Podeszwa;bartekkoral@onet.pl;+48 737 908 529;Pabianice;95-050;pl. Borówkowa 32;New;5
210;Kaja;Łukasiuk;trybalatadeusz@o2.pl;+48 669 248 255;Zielona Góra;65-001;al. Bursztynowa 836;New;4
211;Jędrzej;Jop;enyc@yahoo.com;+48 882 648 075;Warszawa;00-001;aleja Norwida 99;Subscriber;7
212;Emil;Malarczyk;borysdobron@interia.pl;+48 667 851 342;Częstochowa;42-207;aleja Hutnicza 00/43;New;12
213;Grzegorz;Kluczek;sosnowkajerzy@ppuh.com;665 689 043;Olsztyn;10-001;aleja Młyńska 74;New;14
214;Mariusz;Wąsala;sebastian26@o2.pl;572 420 325;Gorzów Wielkopolski;66-400;ulica Batalionów Chłopskich 31;New;4
215;Sebastian;Moniuszko;justynaszczerbiak@spoldzielnia.pl;796 555 440;Kraków;30-001;al. Koralowa 906;New;6
216;Alan;Bodych;melania19@hotmail.com;661 661 667;Białystok;15-001;ul. Kazimierza Wielkiego 47;New;10
217;Błażej;Cyrek;jszkaradek@rosada-zelazo.com;723 727 539;Rzeszów;35-001;ul. Rajska 28/33;New;9
218;Karol;Kmak;piotrbakalarczyk@gmail.com;699 154 430;Kraków;30-001;ul. Głogowa 777;New;6
